2007,1,5.5,8.5,2.6,16.2,-1.9,84.5,10,14,4,0,4,5
2007,2,11.2,15.6,6.8,25.8,-1.1,56.7,8,10,0,0,1,2
2007,3,13.2,17.2,9.2,32.8,1.4,170.7,13,14,0,3,6,0
2007,4,16.8,21.5,12.2,32.1,5.0,142.4,8,9,0,3,3,0
2007,5,24.4,29.2,19.7,33.8,13.9,34.4,5,8,0,4,0,0
2007,6,26.1,29.4,22.7,36.0,18.1,168.4,11,17,0,5,3,0
2007,7,31.5,36.1,26.8,39.4,22.7,122.7,7,9,0,10,0,0
2007,8,30.8,35.2,26.5,39.5,23.9,60.4,6,11,0,10,0,0
2007,9,25.1,28.3,21.8,34.6,18.3,215.8,11,13,0,2,2,0
2007,10,20.1,23.8,16.5,31.5,10.7,249.1,2,5,0,0,1,0
2007,11,13.3,17.1,9.5,21.2,2.5,30.9,3,6,0,0,4,0
2007,12,9.0,11.5,6.6,16.3,-0.3,35.6,10,13,0,0,8,1
2008,1,3.9,6.3,1.6,17.0,-1.8,91.8,12,14,16,0,5,11
2008,2,4.5,8.1,0.8,22.6,-4.0,61.3,6,7,6,0,4,13
2008,3,13.3,17.9,8.8,24.5,4.0,37.7,6,10,0,2,1,0
2008,4,17.6,21.3,13.9,31.0,8.1,102.2,8,14,0,2,6,0
2008,5,23.7,28.8,18.5,34.9,13.5,98.1,7,9,0,2,0,0
2008,6,25.2,28.4,22.1,34.7,18.6,361.0,15,19,0,5,0,0
2008,7,30.7,35.3,26.1,38.5,23.1,114.4,9,11,0,11,0,0
2008,8,29.2,33.2,25.1,37.8,21.2,137.5,11,12,0,14,0,0
2008,9,26.5,30.1,22.9,35.9,18.9,44.2,9,10,0,2,1,0
2008,10,20.8,24.3,17.4,30.7,12.0,67.4,6,9,0,0,1,0
2008,11,13.2,16.5,9.9,22.7,1.3,118.5,9,10,0,0,6,0
2008,12,8.1,12.3,4.0,22.6,-3.2,20.5,3,5,2,0,3,4
2009,1,4.8,8.3,1.3,15.8,-5.2,31.6,7,10,2,0,2,13
2009,2,9.8,12.9,6.7,28.5,3.0,191.7,16,16,3,5,2,0
2009,3,11.6,15.4,7.7,26.9,2.6,117.8,15,18,2,1,1,0
2009,4,18.0,22.6,13.3,31.1,5.3,116.7,8,9,0,1,2,0
2009,5,23.3,28.6,18.1,36.4,14.4,77.0,8,8,0,1,1,0
2009,6,27.4,32.2,22.7,37.4,17.7,142.6,8,15,0,7,0,0
2009,7,30.0,34.0,26.0,39.7,21.5,170.7,8,8,0,6,0,0
2009,8,29.0,32.5,25.6,38.4,20.1,213.0,12,15,0,10,1,0
2009,9,25.9,29.0,22.8,34.7,20.3,116.8,7,9,0,1,0,0
2009,10,21.1,25.4,16.7,29.1,12.2,16.8,4,4,0,0,1,0
2009,11,11.2,14.5,7.9,27.8,-1.1,184.7,9,13,4,8,5,1
2009,12,7.1,10.3,3.8,16.0,-3.0,69.8,7,10,1,0,4,5
2010,1,6.3,9.8,2.9,22.2,-3.2,48.8,9,11,4,0,4,8
2010,2,8.0,11.4,4.6,26.6,-2.4,146.6,15,16,7,6,1,4
2010,3,10.6,14.7,6.6,31.4,-2.5,293.3,11,15,2,7,2,2
2010,4,14.5,18.5,10.5,25.2,4.4,127.9,10,15,1,3,5,0
2010,5,21.9,25.9,17.9,33.5,13.5,65.1,11,16,0,2,5,0
2010,6,24.7,28.3,21.1,36.2,17.4,163.3,13,18,0,3,0,0
2010,7,29.4,33.3,25.5,37.5,23.2,256.5,13,16,0,12,3,0
2010,8,31.4,36.1,26.7,39.5,23.4,164.6,8,11,0,11,0,0
2010,9,26.3,29.5,23.0,36.6,15.1,213.0,11,17,0,6,0,0
2010,10,18.6,22.2,15.0,27.4,7.7,158.0,9,10,0,0,2,0
2010,11,13.9,17.9,9.9,24.2,5.8,25.5,5,7,0,0,6,0
2010,12,8.7,13.1,4.4,21.9,-3.6,65.6,6,9,3,0,2,5
2011,1,1.6,4.1,-0.9,7.5,-5.0,68.0,9,11,15,0,2,21
2011,2,7.1,11.0,3.2,21.9,-1.7,20.7,6,7,4,0,0,5
2011,3,10.3,14.6,6.0,21.3,0.7,38.4,5,10,0,0,1,0
2011,4,17.7,22.6,12.8,34.8,6.1,56.2,8,12,0,3,0,0
2011,5,22.6,27.1,18.1,36.5,10.9,74.1,6,10,0,2,0,0
2011,6,25.6,28.9,22.3,36.1,19.4,537.6,17,21,0,6,2,0
2011,7,30.7,34.9,26.6,38.4,23.7,131.7,10,13,0,10,0,0
2011,8,29.1,32.9,25.2,37.4,21.9,220.6,15,20,0,12,0,0
2011,9,25.0,28.6,21.5,36.2,15.2,60.4,8,9,0,1,0,0
2011,10,19.1,22.7,15.5,27.7,12.0,51.5,5,8,0,1,2,0
2011,11,16.2,19.9,12.6,24.7,5.5,64.9,8,11,0,3,8,0
2011,12,6.5,9.8,3.3,16.4,-1.9,31.5,3,6,0,0,0,7
2012,1,4.5,6.5,2.5,11.0,-3.3,148.5,14,17,4,0,6,8
2012,2,4.5,7.1,2.0,14.5,-2.8,127.3,16,19,7,2,4,9
2012,3,10.5,14.2,6.9,27.2,1.4,222.2,16,18,1,3,1,0
2012,4,19.4,23.9,14.9,32.5,9.0,102.2,10,12,0,4,0,0
2012,5,22.2,26.2,18.3,34.0,15.7,171.3,11,15,0,0,1,0
2012,6,25.6,28.6,22.5,36.8,18.1,313.7,11,16,0,5,4,0
2012,7,31.3,35.5,27.0,38.5,23.5,62.3,6,8,0,7,0,0
2012,8,29.3,32.9,25.7,37.5,21.5,232.8,10,17,0,9,0,0
2012,9,23.8,27.6,20.1,33.9,13.8,110.2,10,11,0,4,0,0
2012,10,20.0,24.4,15.7,30.6,10.1,36.2,4,6,0,0,0,0
2012,11,12.4,16.0,8.8,24.5,3.8,104.0,13,14,0,0,2,0
2012,12,6.3,9.2,3.4,24.2,-3.3,131.8,11,11,2,0,2,5
2013,1,5.1,8.5,1.6,19.7,-2.8,45.7,9,10,6,0,8,9
2013,2,7.3,10.0,4.6,21.3,-2.5,107.3,14,19,4,0,9,5
2013,3,13.1,18.2,7.9,29.9,0.3,101.7,11,14,2,7,2,0
2013,4,17.4,22.5,12.3,33.0,5.1,98.0,6,10,0,1,0,0
2013,5,23.4,27.7,19.1,35.6,11.9,121.2,11,13,0,1,0,0
2013,6,25.3,28.4,22.2,36.6,17.3,345.4,18,20,0,8,3,0
2013,7,32.6,37.6,27.7,40.5,23.8,9.1,3,3,0,4,0,0
2013,8,32.3,37.1,27.5,41.6,23.3,175.9,7,9,0,8,0,0
2013,9,25.3,28.8,21.9,35.3,17.3,28.4,7,9,0,1,4,0
2013,10,19.5,23.3,15.6,30.5,9.3,332.2,7,9,0,0,1,0
2013,11,14.0,18.4,9.6,29.2,1.3,32.6,6,7,0,0,7,0
2013,12,6.8,11.0,2.5,20.6,-4.4,87.3,3,3,2,0,7,10
2014,1,7.6,12.2,3.0,22.3,-2.8,32.0,4,7,0,0,8,7
2014,2,6.4,9.1,3.8,25.0,-3.3,174.9,13,17,5,0,8,6
2014,3,13.1,17.4,8.7,28.4,2.4,59.9,11,14,0,0,2,0
2014,4,17.4,21.2,13.6,27.8,9.3,82.7,11,15,0,0,3,0
2014,5,22.8,27.1,18.5,34.9,11.9,160.8,10,16,0,0,1,0
2014,6,25.2,28.6,21.8,34.5,18.2,177.9,13,15,0,0,1,0
2014,7,28.9,32.9,24.8,37.9,20.5,203.7,11,14,0,0,2,0
2014,8,27.2,30.5,24.0,37.8,20.9,196.2,14,18,0,0,2,0
2014,9,25.2,28.3,22.1,33.7,17.3,170.5,14,16,0,0,1,0
2014,10,20.8,25.1,16.4,30.9,11.3,32.2,2,5,0,0,1,0
2014,11,14.4,17.8,11.1,24.1,5.5,64.1,8,11,0,0,3,0
2014,12,6.7,10.9,2.4,18.2,-2.0,5.7,2,2,0,0,0,6
2015,1,7.1,11.0,3.2,19.3,-1.9,66.5,7,9,2,0,1,3
2015,2,8.0,11.3,4.7,22.4,-2.2,147.1,9,15,0,0,3,4
2015,3,12.1,15.9,8.4,30.7,1.9,157.6,13,15,1,0,6,0
2015,4,17.8,22.7,12.9,33.6,5.0,209.8,8,12,0,0,2,0
2015,5,22.6,26.8,18.5,33.1,12.7,115.4,10,14,0,0,4,0
2015,6,25.8,29.2,22.3,35.7,18.6,374.9,16,17,0,0,4,0
2015,7,27.1,30.6,23.7,38.4,17.3,307.8,15,17,0,0,2,0
2015,8,28.3,32.0,24.5,39.1,20.8,268.0,12,15,0,0,0,0
2015,9,24.3,27.7,20.9,33.8,17.1,124.2,10,13,0,0,0,0
2015,10,19.9,23.6,16.1,29.0,11.4,52.9,9,9,0,0,2,0
2015,11,13.6,16.1,11.1,29.8,-1.7,204.3,17,22,0,0,9,1
2015,12,8.2,10.9,5.5,18.0,-2.1,108.8,13,15,1,0,8,1
2016,1,5.1,7.5,2.7,19.8,-8.2,140.6,16,21,5,0,7,6
2016,2,8.7,13.4,4.1,26.3,-2.9,25.5,5,9,3,0,1,6
2016,3,12.7,16.9,8.6,27.3,-0.1,62.5,4,10,1,0,1,1
2016,4,18.3,22.4,14.3,30.0,10.4,250.6,16,19,0,0,4,0
2016,5,21.8,25.9,17.6,33.0,12.4,280.9,16,19,0,0,1,0
2016,6,25.9,30.1,21.7,37.5,18.1,255.5,14,19,0,0,0,0
2016,7,31.2,35.4,27.1,40.3,24.0,77.2,9,12,0,0,0,0
2016,8,30.6,34.9,26.2,39.3,19.9,154.9,8,8,0,0,0,0
2016,9,25.1,28.7,21.4,34.6,18.6,248.6,12,16,0,0,0,0
2016,10,20.7,23.0,18.4,33.9,12.6,144.8,12,20,0,0,0,0
2016,11,14.1,17.1,11.2,26.9,2.4,93.9,12,13,1,0,7,0
2016,12,10.0,13.5,6.5,19.5,-0.4,62.3,7,10,0,0,3,1
2017,1,7.7,11.0,4.4,25.4,-2.5,71.7,8,11,2,0,4,3
2017,2,8.2,12.6,3.7,22.2,-1.2,27.2,6,8,1,0,0,1
2017,3,11.7,15.4,8.0,22.1,1.7,189.1,13,14,0,0,0,0
2017,4,19.2,24.4,14.1,31.7,7.4,142.8,9,12,0,0,0,0
2017,5,23.3,28.2,18.3,34.9,13.4,87.8,9,10,0,0,0,0
2017,6,24.6,28.0,21.2,33.9,18.1,307.2,13,17,0,0,0,0
2017,7,32.2,36.8,27.6,41.3,23.4,85.6,8,9,0,0,0,0
2017,8,30.8,35.0,26.7,39.2,24.0,87.2,10,12,0,0,0,0
2017,9,25.3,28.7,21.8,36.6,15.7,168.3,13,16,0,0,1,0
2017,10,19.4,22.9,16.0,34.0,7.8,88.8,7,7,0,0,0,0
2017,11,14.1,17.5,10.7,25.5,4.2,139.2,11,15,0,0,0,0
2017,12,7.7,11.4,4.1,16.9,-2.0,46.7,4,8,0,0,1,3
2018,1,4.6,7.1,2.1,15.8,-4.4,140.5,12,15,8,0,2,12
2018,2,6.3,9.9,2.6,20.8,-3.8,57.9,8,11,0,0,3,10
2018,3,14.2,19.0,9.4,30.1,2.8,65.3,14,15,0,0,3,0
2018,4,19.4,24.6,14.2,31.2,6.4,108.3,8,10,0,0,0,0
2018,5,24.2,28.3,20.1,37.6,13.9,166.0,14,14,0,0,0,0
2018,6,26.0,30.2,21.8,36.8,16.0,269.2,11,12,0,0,0,0
2018,7,30.8,35.1,26.4,38.3,23.3,164.2,14,15,0,0,0,0
2018,8,30.1,34.1,26.1,37.8,22.2,302.6,12,14,0,0,0,0
2018,9,26.0,29.7,22.4,35.6,17.8,232.9,13,16,0,0,0,0
2018,10,19.1,23.2,15.0,28.4,10.5,23.8,4,6,0,0,0,0
2018,11,14.5,17.5,11.6,22.5,6.1,133.1,14,17,0,0,4,0
2018,12,7.7,9.9,5.4,20.2,-2.4,164.2,13,17,7,0,3,5
2019,1,6.2,8.9,3.5,17.3,-0.9,96.1,13,14,2,0,1,1
2019,2,6.3,8.4,4.3,20.6,1.2,233.7,19,20,2,0,1,0
2019,3,12.9,16.8,9.0,29.7,4.7,113.2,13,19,0,0,1,0
2019,4,18.7,23.1,14.3,34.0,5.8,77.2,8,14,0,0,1,0
2019,5,22.4,27.1,17.7,33.6,11.9,116.8,10,12,0,0,0,0
2019,6,25.4,29.2,21.7,36.7,17.2,204.8,9,15,0,0,1,0
2019,7,28.7,32.4,25.0,38.9,20.9,207.1,6,15,0,0,0,0
2019,8,29.9,34.2,25.7,37.4,18.4,359.6,13,13,0,0,0,0
2019,9,25.4,29.3,21.5,34.2,16.5,97.4,7,9,0,0,0,0
2019,10,19.5,24.2,14.7,32.6,-2.1,23.0,4,7,1,0,0,2
2019,11,15.0,20.3,9.7,26.1,4.6,30.2,5,8,0,0,2,0
2019,12,9.5,14.2,4.9,21.9,1.0,90.8,8,11,0,0,1,0
2020,1,7.8,11.0,4.5,24.5,-0.3,227.6,13,17,0,0,3,2
2020,2,10.3,15.5,5.1,28.3,0.2,89.2,8,13,2,0,2,0
2020,3,13.6,18.6,8.6,28.3,3.8,150.2,10,17,0,0,0,0
2020,4,16.8,23.3,10.3,32.9,6.4,43.6,5,9,0,0,0,0
2020,5,24.4,30.2,18.7,36.2,16.1,151.9,9,15,0,0,1,0
2020,6,27.1,31.5,22.6,36.2,18.6,383.1,19,21,0,0,2,0
2020,7,27.7,32.0,23.4,36.8,20.7,236.6,17,19,0,0,3,0
2020,8,31.7,36.8,26.7,39.0,21.9,66.1,4,5,0,0,0,0
2020,9,24.5,28.8,20.3,35.2,16.1,222.3,12,15,0,0,0,0
2020,10,19.5,23.8,15.2,30.4,10.7,39.9,4,6,0,0,0,0
2020,11,15.6,19.8,11.4,29.4,6.3,32.4,7,10,0,0,1,0
2020,12,7.6,11.6,3.5,15.0,-5.8,21.2,4,10,3,0,0,7
